TXID, Created, Received, Sent, TXtype, TXdesc, TXNotes
,2018-07-01T00:14:30+00:00,0.30700000,,Other,32nqEfU7Qw5t7xEBnqEvc8njbvWqJfT7Gb
,2018-07-01T00:14:30+00:00,,0.00015000,Other,Deposit fee
,2018-07-01T01:28:38+00:00,,0.00116427,Other,"Bitcoin reserve, contact #24198870 neb_401 (1000+; 99%)"
,2018-07-01T02:03:07+00:00,,0.00410653,Other,"Bitcoin reserve, contact #24199427 neb_401 (1000+; 99%)"
,2018-07-01T02:43:42+00:00,,0.05866472,Other,"Bitcoin reserve, contact #24200019 neb_401 (1000+; 99%)"
,2018-07-01T02:47:21+00:00,,0.00445852,Other,"Bitcoin reserve, contact #24200062 neb_401 (1000+; 99%)"
,2018-07-01T02:55:48+00:00,,0.07042401,Other,"Bitcoin reserve, contact #24200155 neb_401 (1000+; 99%)"
,2018-07-01T04:39:24+00:00,,0.00938987,Other,"Bitcoin reserve, contact #24201476 neb_401 (1000+; 99%)"
,2018-07-01T05:45:33+00:00,,0.01490642,Other,"Bitcoin reserve, contact #24202467 neb_401 (1000+; 99%)"
,2018-07-01T09:19:27+00:00,,0.52002154,Other,"Bitcoin reserve, contact #24207590 neb_401 (1000+; 99%)"
,2018-07-02T04:41:01+00:00,,0.01156885,Other,N=Olivier-Dube P=100.00 ID=9569
,2018-07-02T06:09:06+00:00,,0.07540520,Other,"Bitcoin reserve, contact #24242294 neb_401 (1000+; 99%)"
,2018-07-02T07:40:03+00:00,0.07540520,,Other,Contact #24242294 payment timeout from buyer
,2018-07-02T13:00:38+00:00,0.52002154,,Other,Contact #24207590 trade canceled
,2018-07-03T02:57:35+00:00,,0.01133526,Other,"Bitcoin reserve, contact #24288966 neb_401 (1000+; 99%)"
,2018-07-03T02:58:35+00:00,,0.10099716,Other,"Bitcoin reserve, contact #24288973 neb_401 (1000+; 99%)"
,2018-07-03T03:26:26+00:00,,0.00572547,Other,"Bitcoin reserve, contact #24289326 neb_401 (1000+; 99%)"
,2018-07-03T03:32:09+00:00,0.00572547,,Other,Contact #24289326 trade canceled
,2018-07-03T03:33:06+00:00,,0.00572547,Other,"Bitcoin reserve, contact #24289412 neb_401 (1000+; 99%)"
,2018-07-03T04:28:03+00:00,0.01133526,,Other,Contact #24288966 payment timeout from buyer
,2018-07-03T04:33:49+00:00,,0.11009705,Other,"Bitcoin reserve, contact #24290106 neb_401 (1000+; 99%)"
,2018-07-03T06:01:44+00:00,,0.05582774,Other,"Bitcoin reserve, contact #24291328 neb_401 (1000+; 99%)"
,2018-07-03T06:04:03+00:00,0.11009705,,Other,Contact #24290106 payment timeout from buyer
,2018-07-03T06:12:26+00:00,0.05582774,,Other,Contact #24291328 trade canceled
,2018-07-03T06:26:35+00:00,,0.11009705,Other,Contact #24290106 reopen
,2018-07-03T17:05:07+00:00,0.03133052,,Other,Contact #24314999 release
,2018-07-03T17:57:53+00:00,0.12048264,,Other,Contact #24319481 release
,2018-07-04T09:47:14+00:00,,0.00807977,Other,"Bitcoin reserve, contact #24350185 neb_401 (1000+; 99%)"
,2018-07-04T12:01:41+00:00,,0.27004626,Other,"Bitcoin reserve, contact #24355656 neb_401 (1000+; 99%)"
,2018-07-04T12:14:47+00:00,,0.00540092,Other,"Bitcoin reserve, contact #24356218 neb_401 (1000+; 99%)"
,2018-07-04T12:50:57+00:00,0.27004626,,Other,Contact #24355656 trade canceled
,2018-07-04T13:16:26+00:00,,0.23111467,Other,"Bitcoin reserve, contact #24359257 neb_401 (1000+; 99%)"
,2018-07-04T13:27:35+00:00,0.23111467,,Other,Contact #24359257 trade canceled
,2018-07-04T13:36:13+00:00,,0.00577787,Other,"Bitcoin reserve, contact #24360418 neb_401 (1000+; 99%)"
,2018-07-04T13:42:52+00:00,,0.01817957,Other,"Bitcoin reserve, contact #24360814 neb_401 (1000+; 99%)"
,2018-07-04T13:47:05+00:00,,0.06182317,Other,"Bitcoin reserve, contact #24361046 neb_401 (1000+; 99%)"
,2018-07-04T13:50:10+00:00,0.06182317,,Other,Contact #24361046 trade canceled
,2018-07-04T13:52:52+00:00,,0.01733360,Other,"Bitcoin reserve, contact #24361378 neb_401 (1000+; 99%)"
,2018-07-04T14:01:09+00:00,,0.25422614,Other,"Bitcoin reserve, contact #24361841 neb_401 (1000+; 99%)"
,2018-07-04T14:01:12+00:00,,0.00710536,Other,"Bitcoin reserve, contact #24361845 neb_401 (1000+; 99%)"
,2018-07-04T14:55:13+00:00,,0.02311147,Other,"Bitcoin reserve, contact #24365112 neb_401 (1000+; 99%)"
,2018-07-04T15:08:03+00:00,0.00577787,,Other,Contact #24360418 payment timeout from buyer
,2018-07-04T15:10:32+00:00,,0.02773376,Other,"Bitcoin reserve, contact #24366026 neb_401 (1000+; 99%)"
,2018-07-04T15:22:41+00:00,,0.05200080,Other,"Bitcoin reserve, contact #24366753 neb_401 (1000+; 99%)"
,2018-07-04T18:31:15+00:00,0.16928966,,Other,Contact #24375425 release
,2018-07-04T19:26:45+00:00,0.09124087,,Other,3KEVHQ7ywaqcbFPhf1iE1UDfNPuRgHTWxq
,2018-07-04T19:26:45+00:00,,0.00015000,Other,Deposit fee
,2018-07-04T21:10:13+00:00,0.12388958,,Other,Contact #24384733 release
,2018-07-04T21:38:08+00:00,0.04649659,,Other,Contact #24385497 release
,2018-07-05T17:33:22+00:00,,0.01419423,Other,"Bitcoin reserve, contact #24428534 neb_401 (1000+; 99%)"
,2018-07-05T18:14:27+00:00,,0.01129883,Other,"Bitcoin reserve, contact #24430981 neb_401 (1000+; 99%)"
,2018-07-05T18:17:41+00:00,0.01129883,,Other,Contact #24430981 trade canceled
,2018-07-05T19:48:16+00:00,,0.01683147,Other,"Bitcoin reserve, contact #24436041 neb_401 (1000+; 99%)"
,2018-07-06T01:10:20+00:00,,0.05725468,Other,"Bitcoin reserve, contact #24445332 neb_401 (1000+; 99%)"
