TXID, Created, Received, Sent, TXtype, TXdesc, TXNotes
,2018-08-01T04:02:14+00:00,0.03920382,,Other,Contact #25847265 release
,2018-08-01T04:31:43+00:00,,0.00242253,Other,"Bitcoin reserve, contact #25848186 neb_401 (1000+; 99%)"
,2018-08-01T05:53:47+00:00,0.00183896,,Other,3HYAnWPpJoC8216MDerdv2dQdwC2naUWcc
,2018-08-01T05:53:47+00:00,,0.00015000,Other,Deposit fee
,2018-08-01T06:30:53+00:00,,0.01484276,Other,"Bitcoin reserve, contact #25850404 neb_401 (1000+; 99%)"
,2018-08-01T08:35:31+00:00,,0.00494759,Other,"Bitcoin reserve, contact #25854087 neb_401 (1000+; 99%)"
,2018-08-01T09:37:21+00:00,0.00848179,,Other,3HYAnWPpJoC8216MDerdv2dQdwC2naUWcc
,2018-08-01T09:37:21+00:00,,0.00015000,Other,Deposit fee
,2018-08-01T10:00:06+00:00,,0.02971223,Other,"Bitcoin reserve, contact #25857279 neb_401 (1000+; 99%)"
,2018-08-01T17:01:25+00:00,,0.01955848,Other,"Bitcoin reserve, contact #25880552 neb_401 (1000+; 99%)"
,2018-08-01T17:19:19+00:00,,0.00742138,Other,"Bitcoin reserve, contact #25881760 neb_401 (1000+; 99%)"
,2018-08-01T17:24:33+00:00,,0.01979034,Other,"Bitcoin reserve, contact #25882080 neb_401 (1000+; 99%)"
,2018-08-01T17:26:09+00:00,0.01979034,,Other,Contact #25882080 trade canceled
,2018-08-01T17:26:20+00:00,,0.01466887,Other,"Bitcoin reserve, contact #25882192 neb_401 (1000+; 99%)"
,2018-08-01T17:31:19+00:00,,0.01484276,Other,"Bitcoin reserve, contact #25882486 neb_401 (1000+; 99%)"
,2018-08-01T17:55:13+00:00,,0.00494759,Other,"Bitcoin reserve, contact #25884147 neb_401 (1000+; 99%)"
,2018-08-01T18:16:36+00:00,,0.00494759,Other,"Bitcoin reserve, contact #25885492 neb_401 (1000+; 99%)"
,2018-08-01T19:14:23+00:00,0.07044866,,Other,Contact #25883178 release
,2018-08-01T21:42:56+00:00,0.02147945,,Other,3BXBERrFzkzqXL27AY7NMhivTFJ738XbBr
,2018-08-01T21:42:56+00:00,,0.00015000,Other,Deposit fee
,2018-08-02T02:35:03+00:00,,0.04947585,Other,"Bitcoin reserve, contact #25903837 neb_401 (1000+; 99%)"
,2018-08-02T02:48:23+00:00,,0.04409625,Other,"Bitcoin reserve, contact #25904024 neb_401 (1000+; 99%)"
,2018-08-02T02:54:26+00:00,0.04409625,,Other,Contact #25904024 trade canceled
,2018-08-02T02:54:44+00:00,,0.04017658,Other,"Bitcoin reserve, contact #25904134 neb_401 (1000+; 99%)"
,2018-08-02T02:56:03+00:00,,0.00489958,Other,"Bitcoin reserve, contact #25904151 neb_401 (1000+; 99%)"
,2018-08-02T03:21:29+00:00,,0.01466887,Other,"Bitcoin reserve, contact #25904501 neb_401 (1000+; 99%)"
,2018-08-02T03:32:30+00:00,0.00351761,,Other,Contact #25904408 release
,2018-08-02T03:38:04+00:00,0.01466887,,Other,Contact #25904501 trade canceled
,2018-08-02T03:38:41+00:00,,0.01173509,Other,"Bitcoin reserve, contact #25904715 neb_401 (1000+; 99%)"
,2018-08-02T04:15:00+00:00,,0.07099729,Other,"Bitcoin reserve, contact #25905215 neb_401 (1000+; 99%)"
,2018-08-02T04:28:27+00:00,0.09033215,,Other,Contact #25904657 release
,2018-08-02T04:31:17+00:00,,0.24497914,Other,"Bitcoin reserve, contact #25905425 neb_401 (1000+; 99%)"
,2018-08-02T04:34:58+00:00,,0.00489958,Other,"Bitcoin reserve, contact #25905486 neb_401 (1000+; 99%)"
,2018-08-02T18:25:46+00:00,,0.00980014,Other,"Bitcoin reserve, contact #25942970 neb_401 (1000+; 99%)"
,2018-08-02T19:41:48+00:00,0.01459889,,Other,Contact #25943927 release
,2018-08-02T21:47:55+00:00,,0.01514951,Other,"Bitcoin reserve, contact #25952601 neb_401 (1000+; 99%)"
,2018-08-03T00:22:35+00:00,0.11697552,,Other,Contact #25947911 release
,2018-08-03T03:09:26+00:00,,0.01074687,Other,"Bitcoin reserve, contact #25960686 neb_401 (1000+; 99%)"
,2018-08-03T03:13:13+00:00,0.01074687,,Other,Contact #25960686 trade canceled
,2018-08-03T03:19:24+00:00,,0.01428427,Other,"Bitcoin reserve, contact #25960817 neb_401 (1000+; 99%)"
